Lifetime,Avg_class_frequency_current_month,Age,Contract_period,Month_to_end_contract,Churn
0,0.125039227847763,22,6,5.0,1
0,1.0876698446313209,27,6,4.0,0
7,3.8539707315709695,30,1,1.0,0
9,2.278672591010105,32,1,1.0,0
1,1.3535364840377828,30,1,1.0,0
2,1.7088797675468983,30,6,6.0,0
0,0.3663267973599255,26,1,1.0,1
1,2.6703741022207104,33,1,1.0,0
1,0.0,28,1,1.0,1
1,1.0802373616623302,28,6,6.0,0
0,1.0063452517163958,27,1,1.0,1
2,0.4707775351926594,25,1,1.0,1
10,3.3414204263836966,30,6,6.0,0
7,1.4088359683526417,35,1,1.0,0
1,1.6747948690570853,36,1,1.0,0
2,1.0347108957519826,30,12,10.0,0
8,1.9159621316439093,31,1,1.0,0
1,3.2849455083851216,25,6,6.0,0
2,1.130023128922575,30,6,5.0,0
1,1.520916645078994,33,1,1.0,0
4,4.057948137185618,30,12,11.0,0
1,1.6262238902066133,21,6,6.0,1
2,1.1369360546260674,33,1,1.0,0
22,3.5342519596957462,29,1,1.0,0
1,0.1453722883485475,27,1,1.0,1
0,1.8719434897877087,29,1,1.0,1
0,0.0,26,1,1.0,1
0,0.0032735656800802,30,1,1.0,0
1,3.1556042413482133,33,12,12.0,0
4,0.7682451147261415,29,1,1.0,0
0,0.0283909088114464,32,1,1.0,1
0,0.7192976863414229,29,1,1.0,1
1,2.0972995772257343,26,1,1.0,0
0,0.3622837103720716,25,1,1.0,1
9,0.7237109915521286,29,6,6.0,0
3,1.0234742455518258,26,1,1.0,1
0,0.3037661134681306,29,1,1.0,1
12,3.13566203916953,32,1,1.0,0
7,1.007506411583048,29,6,6.0,0
1,0.6099452944797018,29,6,5.0,0
2,0.5651355212186919,29,1,1.0,1
10,2.08371538578488,33,12,12.0,0
3,3.106312948381365,32,1,1.0,0
3,0.0533547632423859,27,12,10.0,0
14,1.5195068511943142,26,1,1.0,0
7,0.0379948301323616,25,12,12.0,0
5,1.5078165010888511,33,1,1.0,0
2,0.9012052840620208,32,6,4.0,0
1,3.406710868724544,27,1,1.0,0
2,1.5058147537486208,26,1,1.0,1
2,2.784798863156841,23,1,1.0,1
3,2.7069089031476823,26,6,6.0,0
1,1.0676565480856066,24,1,1.0,1
2,2.6168078795251533,27,12,12.0,0
21,3.2949252866828407,31,6,6.0,0
0,2.7720051136689663,27,1,1.0,0
1,3.273927523301212,28,6,6.0,0
0,0.7574482000580905,34,12,6.0,0
7,1.400532901079376,34,12,12.0,0
2,3.0873052197051347,32,1,1.0,0
7,0.3281339858945075,32,12,12.0,0
2,1.4759915430439108,25,6,6.0,1
1,0.8330618266216617,28,6,5.0,1
3,0.3450606199296179,31,12,12.0,0
6,1.7581458857532226,34,6,6.0,0
2,3.3120151929882176,26,1,1.0,0
0,0.0,24,1,1.0,1
1,0.0,26,1,1.0,1
6,4.334724232725339,27,1,1.0,0
4,0.1810118539277536,29,12,12.0,0
7,2.098052958443245,32,1,1.0,0
1,1.189768376094498,31,12,12.0,0
4,3.0952403238046267,34,1,1.0,0
5,1.962459676148338,27,12,11.0,0
8,2.406633235279746,31,1,1.0,0
3,2.809066587847352,38,12,11.0,0
4,3.212881703493352,37,6,6.0,0
7,2.1357781345929765,34,6,6.0,0
0,0.0,23,1,1.0,1
0,1.3385705768262084,27,1,1.0,1
0,1.821093306086528,30,1,1.0,1
0,2.8562124013227304,32,1,1.0,0
3,1.5527034327247948,26,6,4.0,0
3,3.618916124598656,28,12,11.0,0
4,2.5562673023930254,27,6,6.0,0
0,0.0,27,1,1.0,1
1,0.0,24,1,1.0,1
1,2.1487666067726887,26,1,1.0,1
0,3.086021343954372,29,1,1.0,1
12,3.042388102016198,32,12,12.0,0
0,0.0,32,1,1.0,1
1,1.7039183289512432,29,12,12.0,1
1,1.2430452607922835,28,6,6.0,0
4,1.0426580429954972,32,1,1.0,0
0,0.5040700504587242,30,12,12.0,0
5,0.9005528078944718,27,1,1.0,0
3,0.0,33,1,1.0,0
1,0.6513531910667038,24,1,1.0,1
1,2.426164178576767,30,1,1.0,0
0,1.373671403282156,28,1,1.0,1
10,1.6360305313087278,31,6,6.0,0
8,2.9247885223168963,32,1,1.0,0
5,0.812234965369667,29,1,1.0,0
2,1.1071433469381573,21,1,1.0,0
1,0.0,24,1,1.0,1
2,2.3621913133736814,30,6,6.0,0
10,3.1112447609277543,28,1,1.0,0
4,2.689607505909977,31,1,1.0,0
7,3.722410561471018,30,1,1.0,0
11,2.6541362171195737,29,1,1.0,0
3,1.978229560828564,29,1,1.0,1
0,0.9991354121077948,29,1,1.0,1
2,2.705200011730342,29,6,5.0,0
0,1.2695882828241414,31,1,1.0,0
14,1.5849080889305978,30,6,6.0,0
2,1.3473584508934386,29,12,12.0,0
1,1.7777851100360729,27,1,1.0,1
1,1.205676083749415,25,1,1.0,1
3,1.2020115841720913,32,12,12.0,0
2,2.493103689225733,38,12,12.0,0
2,2.1887378952175607,30,1,1.0,0
3,3.526441954235093,28,6,6.0,0
1,0.0,28,12,11.0,0
13,0.5747016895513426,35,12,12.0,0
4,2.2551364613271585,31,1,1.0,0
1,1.323743796344128,28,1,1.0,0
3,1.6640702081631082,32,1,1.0,0
12,2.471258874584691,32,1,1.0,0
4,1.085472971622322,30,1,1.0,0
3,1.7452663173975431,31,1,1.0,0
10,0.7287449615819882,31,6,6.0,0
1,1.3812790652682607,23,1,1.0,1
2,2.3356595329810306,29,6,6.0,0
2,4.261644633915242,31,6,6.0,0
1,0.8246032352617872,33,12,4.0,0
1,1.6276002392949969,34,1,1.0,0
3,3.429057951995418,21,1,1.0,0
0,1.8503077041381208,33,12,9.0,1
3,0.4460568063737522,27,1,1.0,1
2,3.3572145130526616,33,12,12.0,0
6,1.261329518721175,32,6,4.0,0
1,0.568742382668151,31,6,6.0,0
5,2.469653837704601,29,6,6.0,0
1,1.78948748747592,26,1,1.0,0
1,2.7857307350955485,27,1,1.0,0
1,1.4836265208892472,27,6,5.0,0
0,1.4594531269475537,33,1,1.0,1
2,2.4783020117172567,26,6,6.0,0
4,3.0332919952623683,36,12,10.0,0
12,4.185463279471092,27,1,1.0,0
3,1.9969592918270207,26,1,1.0,0
5,1.2626630633055909,31,12,12.0,0
6,0.7145955377138504,29,1,1.0,0
8,1.6335604627188716,33,12,12.0,0
2,0.7678127902504556,26,1,1.0,1
3,0.6106613753262404,25,1,1.0,1
1,2.5704513946038348,30,1,1.0,1
4,2.7223486095780984,30,12,10.0,0
4,2.1887377097936165,28,1,1.0,0
14,1.8129109109964423,31,6,6.0,0
6,1.8008922198412232,31,6,6.0,0
0,0.9852456922978956,21,1,1.0,1
2,2.405736084207454,32,12,6.0,0
0,1.7069446972219051,25,1,1.0,1
6,3.4062887814422567,32,12,12.0,0
1,0.5556341503369084,30,1,1.0,1
0,0.6956479611228984,31,1,1.0,1
1,0.0987948646177436,27,6,6.0,1
8,2.9815899375844066,32,12,12.0,0
12,2.8858032683763883,28,12,12.0,0
4,1.6127093031626067,28,6,6.0,0
2,1.307742186709433,26,12,12.0,0
1,1.9249005360824405,27,1,1.0,1
1,1.7980165484302613,24,1,1.0,1
0,0.0,27,1,1.0,1
8,1.1385938351069742,28,1,1.0,0
1,1.6722353681133648,23,1,1.0,1
3,1.8885112940911648,25,1,1.0,0
1,2.7679725707966427,28,12,11.0,0
6,1.425285861547558,31,1,1.0,0
5,2.8907845344256864,25,1,1.0,0
14,2.0811314596000403,30,1,1.0,0
2,3.1616184994184344,24,12,10.0,0
16,1.8025935939505544,24,12,12.0,0
1,0.2695965736483236,26,1,1.0,1
4,1.825289116698446,27,1,1.0,0
3,1.178247785222527,29,6,6.0,0
1,1.0519945422537709,34,1,1.0,0
4,0.9785700766743008,34,6,6.0,0
4,2.016248012108139,27,1,1.0,1
1,2.3672299948475097,23,12,10.0,0
6,1.4933401073551813,31,1,1.0,0
3,1.5025814599307132,31,12,11.0,0
1,1.782190711691944,32,6,6.0,0
0,3.1767274310860563,32,1,1.0,0
3,3.204947640740605,32,6,6.0,0
4,1.9954781065921432,31,1,1.0,0
2,1.6140123756160472,29,1,1.0,0
5,2.227547291854333,34,6,6.0,0
8,0.0128250159706654,26,1,1.0,0
0,4.294358955653413,31,6,6.0,0
5,2.4292017946466413,27,1,1.0,0
5,0.5025592116201367,27,1,1.0,0
4,4.53428153247774,29,12,12.0,0
8,1.7532100037005165,31,1,1.0,0
1,1.309882089329521,27,1,1.0,1
0,0.7625515627830926,24,1,1.0,1
0,0.2476364788908301,31,1,1.0,1
2,0.9283259966866128,32,12,12.0,0
6,1.902553973596942,29,1,1.0,0
7,1.5174740253364705,30,12,11.0,0
2,1.7610975971735516,30,1,1.0,1
5,2.5546280722306656,29,6,6.0,0
1,2.5270197142952218,30,1,1.0,1
3,2.4004919258499737,30,12,12.0,0
0,3.2062232230844008,31,1,1.0,0
0,1.2205043911149438,30,1,1.0,1
1,1.7087759448716129,26,6,6.0,0
2,2.687686254370816,31,12,12.0,0
9,0.7804255954435827,31,6,6.0,0
7,2.337857889834853,35,1,1.0,0
4,0.1057341579332908,33,12,8.0,0
5,0.3848054991690998,34,12,12.0,0
1,2.821569672180911,27,1,1.0,0
2,0.5233450951377545,27,1,1.0,1
1,2.5454658196105138,28,1,1.0,1
6,2.0098993921041584,31,6,6.0,0
12,0.5470414695762911,33,1,1.0,0
1,2.1783008543420608,28,12,7.0,0
6,0.930059353079884,35,12,9.0,0
15,2.2605163919001408,32,6,6.0,0
0,0.5634160270746279,26,6,6.0,1
6,1.1295798906126224,28,12,12.0,0
2,1.1149180663093805,30,1,1.0,0
6,2.242707159516061,30,6,6.0,0
1,1.0709648494655777,29,1,1.0,1
2,2.8892113616592767,26,1,1.0,0
1,1.3727198925239932,28,1,1.0,1
3,2.549402323969137,33,1,1.0,0
3,2.4100415272706903,28,6,6.0,0
3,1.6379023914040558,26,1,1.0,1
0,0.130168691592218,25,1,1.0,1
2,0.3034955548234187,22,1,1.0,1
1,3.84691542793278,31,12,10.0,0
1,2.3766400339605007,29,1,1.0,1
8,0.2154498611219788,32,12,12.0,0
3,2.207116805236753,29,1,1.0,1
4,2.091823826673312,29,1,1.0,0
5,0.0897068432764769,30,12,9.0,0
2,1.915882038062103,29,1,1.0,0
0,3.7633807871987073,35,1,1.0,0
1,1.3923514994908894,30,1,1.0,1
9,2.475648165780296,29,1,1.0,0
7,0.5619250374372532,34,1,1.0,0
6,0.5050898974743003,32,12,9.0,0
6,1.6925144180552476,28,1,1.0,0
1,1.9838974230845807,33,12,12.0,0
4,2.244888267279819,30,1,1.0,0
7,0.2251293435719645,32,6,6.0,0
0,1.5935527922339343,30,1,1.0,1
3,3.925523592081829,32,12,11.0,0
13,1.7205740121505038,28,12,12.0,0
8,0.8660779554989736,28,1,1.0,0
4,2.8980311018216733,34,12,12.0,0
2,1.3507352206240784,29,1,1.0,1
2,2.6315759594597985,24,1,1.0,0
3,0.8162671952117867,28,1,1.0,0
3,2.441502512992124,31,1,1.0,0
9,1.503945720003508,28,12,11.0,0
1,1.6444175003185248,26,6,3.0,0
9,2.7910690859003227,29,12,12.0,0
0,0.7997747565570568,31,1,1.0,1
8,2.3490699251786364,33,12,12.0,0
2,0.0,30,6,5.0,0
3,2.806415628177291,28,12,11.0,0
1,0.6450213216509832,25,6,6.0,0
1,1.7548952786641785,32,6,5.0,0
3,2.356895736550834,23,12,11.0,0
4,4.327700869403931,31,1,1.0,0
1,3.42415728150728,27,1,1.0,0
3,2.584988983339937,32,12,12.0,0
6,2.9927488987147863,33,12,9.0,0
1,0.8289573195366374,34,6,6.0,0
1,0.0645658511975184,25,1,1.0,1
22,0.5670832966618,29,1,1.0,0
2,2.506827698604854,27,6,6.0,0
8,2.0159054222167407,26,1,1.0,0
14,2.147013017120832,31,1,1.0,0
3,2.7240154913755266,32,1,1.0,0
4,1.292824003996777,33,6,6.0,0
7,2.758926154267792,31,12,12.0,0
1,2.309612649886539,30,12,12.0,0
9,2.0816977934402763,31,12,11.0,0
4,1.6244360306453711,30,6,6.0,0
2,0.0044478774945923,34,6,6.0,0
2,4.418045832637008,31,6,6.0,0
0,0.8723748441188264,32,1,1.0,1
2,0.4802683675875156,26,1,1.0,1
0,0.0881250228465468,32,1,1.0,1
0,0.0,32,1,1.0,1
1,1.8462842097108416,31,1,1.0,1
3,3.11172099896668,33,1,1.0,0
4,0.8821477822703596,30,1,1.0,0
2,1.3776708010988274,24,1,1.0,1
7,1.8053744683367816,31,12,12.0,0
1,4.962539709845446,35,1,1.0,0
2,0.7907611807976982,28,1,1.0,0
2,4.36427770383163,34,1,1.0,0
4,4.165957064975716,22,12,10.0,0
1,1.1793965344368649,29,1,1.0,1
3,0.5039833038918189,27,12,12.0,0
2,2.396000114295589,31,1,1.0,0
0,3.2375473331698763,27,1,1.0,0
2,0.6604808089616234,28,1,1.0,1
2,3.604801526610612,29,12,12.0,0
2,0.0,34,6,6.0,0
2,2.2355881405283315,31,1,1.0,0
6,3.2488859487010093,34,1,1.0,0
0,0.8369918668976692,19,1,1.0,0
1,0.7038208530043021,26,1,1.0,1
3,0.7616981376965185,28,6,6.0,0
2,2.0023039565494005,32,12,11.0,0
7,2.429859983185689,32,6,3.0,0
0,0.0,32,1,1.0,1
1,0.0,28,1,1.0,1
4,2.5897904392892794,23,1,1.0,0
1,2.359230814691504,24,6,6.0,0
0,2.9140410852987766,28,12,12.0,0
3,2.6326625378083848,33,1,1.0,0
1,0.0569578676464402,24,1,1.0,1
3,2.934511466405718,28,6,4.0,0
1,1.206262543215349,32,6,6.0,1
2,0.7713156688780982,26,1,1.0,1
0,1.8384355814978333,27,1,1.0,1
5,0.7857467288403348,31,6,6.0,0
4,1.5423667509238634,33,1,1.0,0
3,2.3058995454608406,30,6,6.0,0
4,1.3973639760045613,26,12,10.0,0
2,1.136692543430251,31,1,1.0,0
1,4.1319614041827455,27,12,11.0,0
6,2.7694070288915693,32,1,1.0,0
4,1.3138990476535286,24,12,12.0,0
4,1.0898456413069464,35,12,11.0,0
3,2.9422690855805778,23,6,5.0,0
3,2.8237360313317508,30,12,10.0,0
4,2.3071593875380154,30,6,6.0,0
3,2.265327799279411,28,1,1.0,0
1,0.6164043989322735,27,1,1.0,1
5,2.3011395628263265,32,1,1.0,0
3,2.6474953173257787,26,12,12.0,0
1,3.471500305723534,34,12,11.0,0
1,0.5685077862135623,28,1,1.0,1
0,0.8308141735745809,32,1,1.0,1
2,2.4329310101507446,35,12,12.0,0
6,0.6792346358903024,33,6,5.0,0
6,2.0417783461813146,32,6,4.0,0
8,1.1329794328648437,29,6,6.0,0
6,2.9974335408076387,29,1,1.0,0
0,0.9367417244602064,26,1,1.0,1
3,2.238541088669494,26,1,1.0,0
6,2.6651918559557832,28,6,6.0,0
1,1.0278485212019066,26,1,1.0,1
4,1.941381958286492,35,1,1.0,0
1,2.299248974597997,26,1,1.0,1
6,2.812286095489237,32,12,4.0,0
4,2.1968272534729163,31,12,2.0,0
6,4.714157780992903,26,6,6.0,0
5,2.1495434822523807,28,12,11.0,0
1,1.6184727919542663,28,1,1.0,1
6,3.1154169432785817,31,6,5.0,0
1,3.3428928237285653,30,6,6.0,0
1,3.1573700494745065,27,1,1.0,0
4,0.9374403916122964,31,1,1.0,0
1,1.276030434732089,24,6,6.0,1
2,1.8798489208608784,31,6,6.0,0
2,1.338753020190115,30,6,6.0,0
4,1.6781187218678733,26,6,5.0,0
2,2.832093151030008,27,1,1.0,0
15,2.9664957159473424,29,1,1.0,0
1,1.5353464132516352,32,6,6.0,0
1,0.8004160547605503,29,1,1.0,1
13,2.78437640325041,31,12,9.0,0
3,2.56292689629366,32,12,11.0,0
4,2.924220125389488,28,6,6.0,0
2,1.8364509859656897,28,1,1.0,1
1,2.1580587810164147,27,6,6.0,1
0,2.2221456731534173,28,1,1.0,1
6,2.973266940904832,32,12,12.0,0
7,2.3618331926891662,30,1,1.0,0
10,1.1956238394659158,32,6,4.0,0
4,1.2680312522542772,26,1,1.0,1
5,3.0146947490938185,29,1,1.0,0
1,0.0083846055171468,28,1,1.0,1
1,0.0545399901999855,29,1,1.0,0
1,2.182571210490278,34,12,12.0,0
6,2.1177935106200168,33,6,6.0,0
6,0.9626700286475816,24,12,12.0,0
1,3.3317203779024864,30,6,6.0,0
2,1.2014971713971976,29,12,12.0,0
6,2.3817760260228846,27,12,12.0,0
3,4.0471064114306845,33,1,1.0,0
2,0.0,28,1,1.0,1
3,1.0465274106716174,35,1,1.0,0
8,0.6149812911193042,27,12,12.0,0
3,2.9375897560229824,26,1,1.0,0
11,2.8209536690072268,22,12,12.0,0
8,2.6362822561857504,29,1,1.0,0
0,0.7104000309649621,26,1,1.0,1
5,1.017565050274968,29,1,1.0,0
6,2.1428509911826383,28,1,1.0,0
5,3.7472519665228976,31,1,1.0,0
3,0.0,30,1,1.0,1
3,1.279736013382356,25,1,1.0,1
6,3.2628955948284646,35,6,6.0,0
6,0.9848822199189222,31,6,6.0,0
0,1.2065910354788194,35,6,6.0,0
2,3.2219311138003563,34,12,11.0,0
2,1.9057195938281344,30,12,12.0,0
2,0.0,18,1,1.0,1
1,3.4191444557138686,30,6,6.0,0
5,0.6323261046147313,32,1,1.0,0
6,0.9168720923252698,26,1,1.0,0
0,2.4743736167200643,32,12,9.0,0
0,0.2700311708744477,26,1,1.0,1
8,1.7607716718920636,32,12,11.0,0
4,1.7907373815086425,27,12,12.0,0
5,2.1177217408984563,33,1,1.0,0
1,2.4986556871061016,26,1,1.0,1
2,2.118279032338692,30,12,11.0,0
1,1.741927362776722,33,6,6.0,0
2,0.0731734155858108,26,1,1.0,1
3,3.146944105383516,28,6,6.0,0
3,1.8233382609430635,32,1,1.0,0
6,2.226153642470338,33,12,10.0,0
2,0.8773672511127086,27,1,1.0,0
0,1.6605637022322397,21,1,1.0,1
0,0.0,27,1,1.0,1
2,2.1269777129187504,24,1,1.0,1
2,3.1675868332173227,29,1,1.0,0
3,1.3746693465060844,28,1,1.0,0
8,3.246596209470681,30,1,1.0,0
1,1.1958850538250454,21,1,1.0,1
2,1.271541177872776,27,1,1.0,1
6,1.0637130787070486,29,1,1.0,0
10,2.211259201168209,32,1,1.0,0
2,1.9418229813912609,32,1,1.0,0
2,4.976679932267676,33,12,12.0,0
12,1.8119981773296023,29,6,6.0,0
4,0.0605090453089752,28,1,1.0,1
6,2.4131352177889225,33,1,1.0,0
0,0.0,24,1,1.0,1
2,1.8388108454692056,30,6,6.0,0
2,2.5978481452969904,35,6,6.0,0
6,0.4368803667388908,35,12,12.0,0
2,0.0,30,12,12.0,0
2,2.3013993469212366,30,6,5.0,0
6,2.6266244919933928,27,1,1.0,0
2,1.9908798743480576,33,1,1.0,0
2,2.128584016431049,27,6,6.0,0
6,2.267793727073591,30,6,5.0,0
8,0.3896123697569435,29,1,1.0,0
3,2.144783877291617,31,1,1.0,0
5,2.906842289142616,33,1,1.0,0
6,0.9523102743323476,28,6,6.0,0
10,2.057809662003997,34,1,1.0,0
0,0.7016431375555228,23,1,1.0,1
5,0.928676927148038,28,1,1.0,0
5,3.8959595111659113,34,6,6.0,0
3,3.2325545964109645,27,12,12.0,0
9,2.6422207738713253,28,6,6.0,0
1,1.3122544297199763,34,12,12.0,0
5,2.345300895690297,20,12,5.0,0
4,3.742706073154897,29,1,1.0,0
1,1.7563205846258458,26,1,1.0,1
1,0.7479674309620685,31,1,1.0,0
2,3.8286174980400087,32,6,6.0,0
3,2.4537662244815817,28,6,6.0,0
3,2.4970392202159504,26,1,1.0,0
2,2.12049680356916,33,12,11.0,0
10,1.6722512996618015,25,1,1.0,0
7,3.3466497902066736,31,6,5.0,0
0,1.1097293341505663,18,1,1.0,1
3,0.0,25,1,1.0,1
1,0.0,23,1,1.0,1
2,1.4110459508203117,37,12,11.0,0
1,0.0,26,1,1.0,1
2,1.4767390280086168,25,1,1.0,0
7,0.3598627487303676,31,1,1.0,0
0,1.589286651047758,24,1,1.0,1
4,2.43159151501258,26,12,12.0,0
0,0.1026489785077283,24,1,1.0,1
11,1.9578539420713323,26,12,12.0,0
7,2.8087194957498776,34,1,1.0,0
3,1.822118189204959,30,6,6.0,0
4,1.1418787317648045,26,12,12.0,0
2,3.0770426094632595,27,6,6.0,0
7,2.743306595845327,26,12,11.0,0
9,0.0,30,1,1.0,0
1,2.9118150695594136,25,1,1.0,0
3,0.4672320537721172,26,1,1.0,1
3,3.528885687703054,27,6,5.0,0
9,0.0137878683240488,29,12,10.0,0
11,3.133054777226778,29,12,11.0,0
3,2.7104782706603823,30,6,6.0,0
1,1.4874781065219569,29,12,8.0,0
1,2.8018640769193484,32,1,1.0,0
8,4.0274488624393445,29,6,6.0,0
3,2.753441855174416,28,12,11.0,0
0,1.9071964706189624,27,1,1.0,1
3,0.2020855192919996,33,12,12.0,0
7,0.7744220607220229,33,1,1.0,0
3,2.207409810641474,25,1,1.0,0
0,1.005033269865622,24,1,1.0,1
7,2.4698478237213624,33,12,11.0,0
8,4.124446543856648,30,12,8.0,0
3,0.6088987843885196,30,12,12.0,0
5,0.913766433367088,27,12,12.0,0
10,1.235841433914492,33,6,5.0,0
2,1.7079531273239938,29,12,12.0,0
4,1.3264908922217666,33,12,12.0,0
2,1.886360946802769,32,1,1.0,0
0,1.5891506324883498,25,1,1.0,1
4,2.3441098786171017,27,12,9.0,0
4,1.9844704055936744,29,1,1.0,0
1,1.643288981017922,32,1,1.0,1
11,2.2344099488024503,34,6,6.0,0
3,1.153160312771603,28,6,6.0,1
1,0.6737336992928014,27,1,1.0,1
1,0.9374313062149534,27,1,1.0,1
6,2.0725866215365936,26,12,7.0,0
4,3.1481483670179737,32,1,1.0,0
3,1.5399951241261205,31,1,1.0,0
5,0.9474704222021376,30,1,1.0,1
0,3.6846518578583054,32,12,12.0,0
4,3.673219145922413,33,1,1.0,0
3,1.9374999438491145,31,12,7.0,0
0,1.60190952789039,29,6,6.0,0
5,1.8043719718197009,32,1,1.0,0
12,0.0,29,6,6.0,0
3,2.3037060305863823,31,12,12.0,0
2,2.3338554035908405,29,1,1.0,0
2,3.2951691280286086,30,6,6.0,0
4,3.0610645515028216,25,6,6.0,0
0,0.1267186623781677,25,1,1.0,1
4,3.347092160713467,28,1,1.0,0
18,0.2572943556886992,26,12,12.0,0
6,0.012578705130274,33,12,12.0,0
9,3.3180344580574888,31,1,1.0,0
1,1.0005606453850913,33,12,12.0,0
1,1.6244176570755302,30,6,5.0,1
2,1.6503167574254858,32,6,3.0,0
5,2.285683987689957,37,1,1.0,0
2,2.749323514039276,31,12,12.0,0
2,1.412544976810458,28,12,9.0,0
0,2.2791150015900583,23,1,1.0,1
1,1.2868709986446312,27,6,5.0,0
6,0.3587787411917959,30,6,5.0,0
0,2.2700682282454694,22,12,11.0,1
1,1.5375224098737017,31,12,12.0,0
4,1.1797808119700948,36,6,5.0,0
18,0.8964207455027551,28,6,6.0,0
5,2.005749328665288,28,12,9.0,0
7,0.0,30,1,1.0,0
4,0.8207392167011291,33,1,1.0,0
3,1.5962366400421395,32,6,5.0,0
1,1.775802466221296,27,1,1.0,1
3,1.1791714447192103,34,1,1.0,0
1,1.0220867561332867,29,1,1.0,1
1,1.575433318878048,33,1,1.0,1
1,0.1448262218277803,28,6,6.0,0
8,1.145269946779817,34,1,1.0,0
1,0.1055940201551037,27,1,1.0,1
3,2.2191563565482206,32,1,1.0,0
5,3.302304160294593,26,12,12.0,0
3,0.9508183634001384,31,1,1.0,0
0,1.9331504647460604,23,1,1.0,1
2,3.3865395781700665,34,1,1.0,0
9,2.4436227769982897,31,12,3.0,0
13,0.8083902124772595,29,6,6.0,0
3,3.7124451192194265,33,1,1.0,0
1,2.053105910420655,28,1,1.0,0
3,2.29973913170267,28,1,1.0,0
6,1.0526618021952892,31,6,6.0,0
2,1.1204772477453988,31,1,1.0,0
8,1.8132600692159315,31,12,9.0,0
1,1.141037890011168,35,1,1.0,1
1,1.1744855327659098,28,1,1.0,0
7,0.6626425976773948,30,12,7.0,0
2,2.4814838958380414,27,12,12.0,0
2,1.9706055084154668,31,1,1.0,0
3,0.6739241671364238,28,1,1.0,1
4,0.9715894547676742,28,12,11.0,0
4,0.948592751817799,30,1,1.0,0
1,0.0,27,1,1.0,1
3,2.4284554241319705,33,12,10.0,0
2,2.682790022933504,31,12,9.0,0
3,1.4504416522703951,33,1,1.0,0
3,2.4339054515016967,29,6,6.0,0
2,2.4476355201367426,31,12,12.0,0
0,1.905909781340746,28,1,1.0,1
1,2.1578480348871234,33,6,6.0,0
5,1.661034614903157,26,1,1.0,0
1,0.9270783554888395,31,6,6.0,0
1,1.1238165860574267,23,1,1.0,1
15,0.8391854683375326,28,1,1.0,0
4,3.8294855970433255,30,6,6.0,0
2,0.0333105298965583,32,6,6.0,0
4,2.3064178344361257,34,1,1.0,0
1,0.420895460438815,41,1,1.0,0
20,1.4390183528850824,31,12,12.0,0
4,3.415389530046244,28,1,1.0,0
4,0.4371446891366985,31,1,1.0,0
4,0.0,32,6,6.0,0
7,0.0,30,1,1.0,0
1,0.8460935693141598,28,1,1.0,1
3,0.741214814842256,29,1,1.0,0
3,2.4734040134288606,31,1,1.0,0
1,3.415382625987061,33,6,6.0,0
4,3.393701402655645,31,12,8.0,0
2,3.639347253724072,31,6,6.0,0
4,2.29580323691232,31,1,1.0,0
12,2.8779875023716164,32,1,1.0,0
3,2.003537294315316,32,1,1.0,0
15,1.7306504877437778,31,6,4.0,0
16,2.2421927736551592,33,6,6.0,0
7,2.7429891663199903,31,1,1.0,0
17,0.0,33,1,1.0,0
1,2.630594235650781,28,1,1.0,0
4,2.31970107126341,35,12,11.0,0
1,2.080270202754129,31,1,1.0,1
3,2.180422469671733,35,1,1.0,0
3,1.4275735489438726,27,12,11.0,0
1,0.6851033277209169,28,1,1.0,0
3,1.1943878008807656,34,6,6.0,0
1,0.2928588693759281,29,1,1.0,1
1,0.564171730720641,24,1,1.0,1
9,2.607345932248685,31,6,6.0,0
6,3.1159902323242488,27,1,1.0,0
1,1.7187444048006113,27,12,12.0,0
1,1.459644012339164,27,12,12.0,0
1,0.9869394298291632,26,1,1.0,1
1,0.7039933413885933,23,1,1.0,1
8,1.824691546179716,32,1,1.0,0
3,0.3594509123748089,30,1,1.0,1
3,3.0711299808864645,32,12,11.0,0
3,0.0735318270008015,29,1,1.0,0
1,2.3854122018549595,26,6,6.0,0
4,2.7481490422726984,31,6,6.0,0
1,1.6558715117824805,28,12,9.0,0
2,3.1126163962157,28,1,1.0,0
10,0.7082963424492902,24,1,1.0,0
0,2.1016425108234174,29,1,1.0,1
8,2.3672572536040977,35,1,1.0,0
3,2.520852499161683,28,12,10.0,0
3,1.7409064631213425,30,1,1.0,0
2,0.4236694919917933,32,1,1.0,0
6,0.5362489816666091,26,6,6.0,0
2,3.1947568781358933,28,12,12.0,0
3,2.6236190428873347,37,6,6.0,0
3,0.7302545115146566,28,12,12.0,0
3,0.3746152738083589,28,1,1.0,0
0,0.0681049199024772,26,1,1.0,1
2,2.910868042092424,29,12,12.0,0
4,2.827611191117754,30,6,6.0,0
6,2.5320395912975715,32,6,6.0,0
0,0.0,25,1,1.0,1
4,1.4210056901513972,27,1,1.0,0
3,2.175455226543712,34,12,8.0,0
18,0.3146932624717869,30,6,6.0,0
29,1.6082727078349122,29,1,1.0,0
3,2.2611903325284595,29,1,1.0,0
1,2.2776425258156507,26,12,10.0,0
10,4.909601721470147,30,1,1.0,0
2,0.7955673417742353,25,1,1.0,1
5,1.6404944200913902,33,1,1.0,0
10,3.1927003095820536,31,1,1.0,0
12,3.137978891402041,29,12,12.0,0
1,2.0301085407577384,32,12,12.0,0
1,1.4197378028047676,28,1,1.0,1
2,2.8584777698249666,28,12,9.0,0
5,1.69533518943785,33,12,10.0,0
